1,FOO/1,G1554980R,5,2015-06-13
1,BOO/1,G1554980R,3,2015-06-13
2,FOO/1,G1554518Z,5,2015-06-18
2,BOO/1,G1554518Z,3,2015-06-18
3,TOY/1,G1554980R,2,2016-04-01
4,FOO/1,1,1,2016-04-02
5,BOO/2,MEMBER1,1,2016-04-02
6,BOO/2,MEMBER1,1,2016-04-02
7,BOO/2,MEMBER1,1,2016-04-02
8,BOO/2,MEMBER1,1,2016-04-02
9,BOO/2,MEMBER1,1,2016-04-02
10,BOO/2,MEMBER1,1,2016-04-02
11,BOO/2,MEMBER1,1,2016-04-02
12,BOO/2,PUBLIC,1,2016-04-02
13,BOO/2,PUBLIC,1,2016-04-02
14,BOO/2,PUBLIC,1,2016-04-02
15,BOO/2,PUBLIC,1,2016-04-02
16,BOO/2,PUBLIC,1,2016-04-02
17,BOO/2,MEMBER1,2,2016-04-02
18,BOO/2,PUBLIC,1,2016-04-02
19,BOO/2,PUBLIC,1,2016-04-02
20,BOO/2,G1554518Z,2,2016-04-02
21,BOO/2,G1554518Z,1,2016-04-02
22,BOO/2,G1554518Z,1,2016-04-02
23,BOO/2,G1554518Z,1,2016-04-02
24,BOO/2,G1554518Z,1,2016-04-02
25,BOO/2,G1554518Z,1,2016-04-02
26,BOO/2,G1554518Z,1,2016-04-02
27,FOO/2,PUBLIC,1,2016-04-02
28,FOO/2,PUBLIC,1,2016-04-02
29,FOO/2,PUBLIC,1,2016-04-02
30,FOO/1,1,1,2016-04-02
31,FOO/2,1,1,2016-04-02
32,FOO/2,1,1,2016-04-02
33,FOO/2,PUBLIC,1,2016-04-02
34,FOO/1,1,1,2016-04-02
35,FOO/2,1,1,2016-04-02
36,FOO/2,PUBLIC,1,2016-04-02
37,FOO/2,PUBLIC,1,2016-04-02
38,FOO/2,1,1,2016-04-02
39,FOO/2,PUBLIC,1,2016-04-02
40,FOO/2,1,1,2016-04-02
41,FOO/2,1,1,2016-04-03
42,FOO/2,1,1,2016-04-03
43,FOO/2,PUBLIC,1,2016-04-03
44,FOO/1,PUBLIC,1,2016-04-03
45,BOO/2,1,1,2016-04-03
46,BOO/2,PUBLIC,1,2016-04-03
47,BOO/2,PUBLIC,1,2016-04-03
48,TOY/1,1,1,2016-04-03
49,FOO/1,1,1,2016-04-03
50,FOO/1,PUBLIC,1,2016-04-03
51,FOO/1,1,1,2016-04-03
52,FOO/1,1,1,2016-04-03
53,FOO/1,1,1,2016-04-03
54,FOO/1,1,1,2016-04-03
55,FOO/1,1234,1,2016-04-03
56,FOO/1,1,1,2016-04-03
57,FOO/1,1,1,2016-04-03
58,FOO/1,1,1,2016-04-03
59,FOO/1,1,1,2016-04-03
60,FOO/1,1,1,2016-04-03
61,FOO/1,1234,1,2016-04-03
62,FOO/1,1,1,2016-04-03
63,FOO/1,1,1,2016-04-03
64,FOO/1,1,1,2016-04-03
65,FOO/1,1,1,2016-04-03
66,FOO/1,1,1,2016-04-03
67,FOO/1,1,1,2016-04-03
68,FOO/1,PUBLIC,1,2016-04-03
69,FOO/1,PUBLIC,1,2016-04-03
70,FOO/1,PUBLIC,1,2016-04-03
71,FOO/1,1,1,2016-04-03
72,FOO/1,PUBLIC,1,2016-04-03
73,FOO/1,PUBLIC,1,2016-04-03
74,FOO/1,PUBLIC,1,2016-04-03
75,FOO/1,1,1,2016-04-03
76,FOO/1,1,1,2016-04-03
77,FOO/1,PUBLIC,1,2016-04-03
78,FOO/1,PUBLIC,1,2016-04-03
79,FOO/1,PUBLIC,1,2016-04-03
80,FOO/1,PUBLIC,1,2016-04-03
81,FOO/1,1,1,2016-04-03
82,FOO/1,1,1,2016-04-03
83,FOO/1,1234,1,2016-04-03
84,FOO/1,1234,1,2016-04-03
85,FOO/1,PUBLIC,1,2016-04-03
86,FOO/1,PUBLIC,1,2016-04-03
87,FOO/1,PUBLIC,1,2016-04-03
88,FOO/1,PUBLIC,1,2016-04-03
89,FOO/1,PUBLIC,1,2016-04-03
90,FOO/1,PUBLIC,1,2016-04-03
91,FOO/1,1,1,2016-04-03
92,FOO/1,1,1,2016-04-03
93,FOO/1,1,1,2016-04-03
94,FOO/1,PUBLIC,1,2016-04-03
95,FOO/1,PUBLIC,1,2016-04-03
96,FOO/1,PUBLIC,1,2016-04-03
97,FOO/1,PUBLIC,1,2016-04-03
98,FOO/1,1,1,2016-04-03
99,FOO/1,1,1,2016-04-03
100,BOO/2,PUBLIC,1,2016-04-03
101,BOO/2,1,1,2016-04-03
102,BOO/2,1,1,2016-04-03
103,BOO/2,1,1,2016-04-03
104,BOO/2,PUBLIC,1,2016-04-03
105,BOO/2,1,1,2016-04-03
106,BOO/2,1,1,2016-04-03
107,BOO/2,1,1,2016-04-03
108,BOO/2,1,1,2016-04-03
109,FOO/1,1,1,2016-04-03
110,FOO/1,PUBLIC,1,2016-04-03
111,FOO/1,1,1,2016-04-03
112,FOO/1,1,1,2016-04-03
113,FOO/1,1,1,2016-04-03
114,FOO/1,1,1,2016-04-03
115,FOO/1,PUBLIC,2,2016-04-03
116,FOO/1,1,2,2016-04-03
117,FOO/1,1,1,2016-04-03
118,FOO/1,1,2,2016-04-03
